login_date,product,parameter,value,unit,lcl,ucl,minimum,maximum,in_control
2024-09-01 04:00:00,製品0,FlowRate_L_min,95.63,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 04:10:00,製品0,FlowRate_L_min,109.86,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 04:20:00,製品0,FlowRate_L_min,95.84,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 04:30:00,製品0,FlowRate_L_min,95.24,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 04:40:00,製品0,FlowRate_L_min,93.5,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 04:50:00,製品0,FlowRate_L_min,91.31,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 05:00:00,製品0,FlowRate_L_min,95.98,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 05:10:00,製品0,FlowRate_L_min,108.95,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 05:20:00,製品0,FlowRate_L_min,105.36,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 05:30:00,製品0,FlowRate_L_min,93.78,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 05:40:00,製品0,FlowRate_L_min,91.07,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 05:50:00,製品0,FlowRate_L_min,100.25,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 06:00:00,製品0,FlowRate_L_min,99.79,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 06:10:00,製品0,FlowRate_L_min,108.6,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 06:20:00,製品0,FlowRate_L_min,95.58,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 06:30:00,製品0,FlowRate_L_min,104.93,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 06:40:00,製品0,FlowRate_L_min,92.4,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 06:50:00,製品0,FlowRate_L_min,98.38,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 07:00:00,製品0,FlowRate_L_min,109.91,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 07:10:00,製品0,FlowRate_L_min,95.93,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 07:20:00,製品0,FlowRate_L_min,99.5,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 07:30:00,製品0,FlowRate_L_min,91.4,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 07:40:00,製品0,FlowRate_L_min,104.26,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 07:50:00,製品0,FlowRate_L_min,101.45,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 08:00:00,製品0,FlowRate_L_min,105.05,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 08:10:00,製品0,FlowRate_L_min,108.36,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 08:20:00,製品0,FlowRate_L_min,109.08,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 08:30:00,製品0,FlowRate_L_min,107.53,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 08:40:00,製品0,FlowRate_L_min,108.09,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 08:50:00,製品0,FlowRate_L_min,106.87,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 09:00:00,製品0,FlowRate_L_min,91.11,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 09:10:00,製品0,FlowRate_L_min,105.67,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 09:20:00,製品0,FlowRate_L_min,96.6,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 09:30:00,製品0,FlowRate_L_min,101.76,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 09:40:00,製品0,FlowRate_L_min,101.01,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 09:50:00,製品0,FlowRate_L_min,96.45,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 10:00:00,製品0,FlowRate_L_min,92.97,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 10:10:00,製品0,FlowRate_L_min,100.79,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 10:20:00,製品0,FlowRate_L_min,94.22,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 10:30:00,製品0,FlowRate_L_min,100.55,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 10:40:00,製品0,FlowRate_L_min,103.12,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 10:50:00,製品0,FlowRate_L_min,98.14,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 11:00:00,製品0,FlowRate_L_min,108.59,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 11:10:00,製品0,FlowRate_L_min,97.34,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 11:20:00,製品0,FlowRate_L_min,103.12,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 11:30:00,製品0,FlowRate_L_min,98.55,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 11:40:00,製品0,FlowRate_L_min,99.28,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 11:50:00,製品0,FlowRate_L_min,109.99,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 12:00:00,製品0,FlowRate_L_min,98.06,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 12:10:00,製品0,FlowRate_L_min,96.65,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 12:20:00,製品0,FlowRate_L_min,98.35,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 12:30:00,製品0,FlowRate_L_min,100.75,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 12:40:00,製品0,FlowRate_L_min,94.2,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 12:50:00,製品0,FlowRate_L_min,93.25,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 13:00:00,製品0,FlowRate_L_min,94.31,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 13:10:00,製品0,FlowRate_L_min,96.25,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 13:20:00,製品0,FlowRate_L_min,92.48,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 13:30:00,製品0,FlowRate_L_min,93.72,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 13:40:00,製品0,FlowRate_L_min,100.05,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 13:50:00,製品0,FlowRate_L_min,101.09,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 14:00:00,製品0,FlowRate_L_min,104.07,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 14:10:00,製品0,FlowRate_L_min,95.66,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 14:20:00,製品0,FlowRate_L_min,107.51,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 14:30:00,製品0,FlowRate_L_min,94.35,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 14:40:00,製品0,FlowRate_L_min,101.07,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 14:50:00,製品0,FlowRate_L_min,108.0,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 15:00:00,製品0,FlowRate_L_min,96.42,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 15:10:00,製品0,FlowRate_L_min,90.78,L/min,92.03,108.031,85.5,115.5,False
2024-09-01 15:20:00,製品0,FlowRate_L_min,98.48,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 15:30:00,製品0,FlowRate_L_min,105.92,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 15:40:00,製品0,FlowRate_L_min,107.63,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 15:50:00,製品0,FlowRate_L_min,106.4,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 16:00:00,製品0,FlowRate_L_min,92.76,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 16:10:00,製品0,FlowRate_L_min,107.5,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 16:20:00,製品0,FlowRate_L_min,98.93,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 16:30:00,製品0,FlowRate_L_min,104.94,L/min,92.03,108.031,85.5,115.5,True
2024-09-01 00:00:00,製品0,MotorCurrent_A,11.17,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 00:10:00,製品0,MotorCurrent_A,10.78,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 00:20:00,製品0,MotorCurrent_A,8.94,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 00:30:00,製品0,MotorCurrent_A,10.29,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 00:40:00,製品0,MotorCurrent_A,10.15,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 00:50:00,製品0,MotorCurrent_A,9.62,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 01:00:00,製品0,MotorCurrent_A,10.44,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 01:10:00,製品0,MotorCurrent_A,10.48,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 01:20:00,製品0,MotorCurrent_A,10.9,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 01:30:00,製品0,MotorCurrent_A,9.49,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 01:40:00,製品0,MotorCurrent_A,8.62,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 01:50:00,製品0,MotorCurrent_A,9.52,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 02:00:00,製品0,MotorCurrent_A,9.75,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 02:10:00,製品0,MotorCurrent_A,10.9,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 02:20:00,製品0,MotorCurrent_A,9.42,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 02:30:00,製品0,MotorCurrent_A,9.91,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 02:40:00,製品0,MotorCurrent_A,10.4,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 02:50:00,製品0,MotorCurrent_A,9.87,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 03:00:00,製品0,MotorCurrent_A,9.75,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 03:10:00,製品0,MotorCurrent_A,9.46,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 03:20:00,製品0,MotorCurrent_A,11.1,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 03:30:00,製品0,MotorCurrent_A,10.47,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 03:40:00,製品0,MotorCurrent_A,10.64,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 03:50:00,製品0,MotorCurrent_A,9.73,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 04:00:00,製品0,MotorCurrent_A,9.4,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 04:10:00,製品0,MotorCurrent_A,10.7,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 04:20:00,製品0,MotorCurrent_A,9.26,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 04:30:00,製品0,MotorCurrent_A,9.23,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 04:40:00,製品0,MotorCurrent_A,9.48,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 04:50:00,製品0,MotorCurrent_A,8.86,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 05:00:00,製品0,MotorCurrent_A,9.42,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 05:10:00,製品0,MotorCurrent_A,10.77,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 05:20:00,製品0,MotorCurrent_A,10.92,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 05:30:00,製品0,MotorCurrent_A,9.06,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 05:40:00,製品0,MotorCurrent_A,9.3,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 05:50:00,製品0,MotorCurrent_A,9.43,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 06:00:00,製品0,MotorCurrent_A,10.02,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 06:10:00,製品0,MotorCurrent_A,11.23,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 06:20:00,製品0,MotorCurrent_A,9.76,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 06:30:00,製品0,MotorCurrent_A,10.61,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 06:40:00,製品0,MotorCurrent_A,8.92,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 06:50:00,製品0,MotorCurrent_A,9.94,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 07:00:00,製品0,MotorCurrent_A,11.0,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 07:10:00,製品0,MotorCurrent_A,9.49,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 07:20:00,製品0,MotorCurrent_A,9.28,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 07:30:00,製品0,MotorCurrent_A,8.63,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 07:40:00,製品0,MotorCurrent_A,10.54,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 07:50:00,製品0,MotorCurrent_A,9.74,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 08:00:00,製品0,MotorCurrent_A,10.38,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 08:10:00,製品0,MotorCurrent_A,10.81,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 08:20:00,製品0,MotorCurrent_A,10.92,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 08:30:00,製品0,MotorCurrent_A,10.9,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 08:40:00,製品0,MotorCurrent_A,10.99,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 08:50:00,製品0,MotorCurrent_A,10.67,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 09:00:00,製品0,MotorCurrent_A,9.15,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 09:10:00,製品0,MotorCurrent_A,11.44,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 09:20:00,製品0,MotorCurrent_A,9.55,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 09:30:00,製品0,MotorCurrent_A,9.91,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 09:40:00,製品0,MotorCurrent_A,9.8,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 09:50:00,製品0,MotorCurrent_A,9.58,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 10:00:00,製品0,MotorCurrent_A,9.53,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 10:10:00,製品0,MotorCurrent_A,9.65,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 10:20:00,製品0,MotorCurrent_A,9.78,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 10:30:00,製品0,MotorCurrent_A,10.31,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 10:40:00,製品0,MotorCurrent_A,10.56,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 10:50:00,製品0,MotorCurrent_A,9.98,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 11:00:00,製品0,MotorCurrent_A,11.22,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 11:10:00,製品0,MotorCurrent_A,9.72,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 11:20:00,製品0,MotorCurrent_A,10.15,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 11:30:00,製品0,MotorCurrent_A,9.84,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 11:40:00,製品0,MotorCurrent_A,9.92,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 11:50:00,製品0,MotorCurrent_A,10.61,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 12:00:00,製品0,MotorCurrent_A,9.61,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 12:10:00,製品0,MotorCurrent_A,9.64,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 12:20:00,製品0,MotorCurrent_A,10.05,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 12:30:00,製品0,MotorCurrent_A,10.28,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 12:40:00,製品0,MotorCurrent_A,9.23,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 12:50:00,製品0,MotorCurrent_A,9.5,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 13:00:00,製品0,MotorCurrent_A,9.28,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 13:10:00,製品0,MotorCurrent_A,9.73,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 13:20:00,製品0,MotorCurrent_A,8.85,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 13:30:00,製品0,MotorCurrent_A,9.32,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 13:40:00,製品0,MotorCurrent_A,10.39,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 13:50:00,製品0,MotorCurrent_A,10.12,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:00:00,製品0,MotorCurrent_A,10.8,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:10:00,製品0,MotorCurrent_A,9.75,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:20:00,製品0,MotorCurrent_A,10.39,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:30:00,製品0,MotorCurrent_A,9.21,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:40:00,製品0,MotorCurrent_A,9.69,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:50:00,製品0,MotorCurrent_A,11.07,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 15:00:00,製品0,MotorCurrent_A,9.59,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:10:00,製品0,MotorCurrent_A,9.16,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:20:00,製品0,MotorCurrent_A,9.78,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:30:00,製品0,MotorCurrent_A,10.89,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:40:00,製品0,MotorCurrent_A,11.17,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 15:50:00,製品0,MotorCurrent_A,10.59,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:00:00,製品0,MotorCurrent_A,9.35,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:10:00,製品0,MotorCurrent_A,11.57,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 16:20:00,製品0,MotorCurrent_A,9.97,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:30:00,製品0,MotorCurrent_A,10.94,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 00:00:00,製品0,ExitTemperature_C,26.2,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:10:00,製品0,ExitTemperature_C,24.53,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:20:00,製品0,ExitTemperature_C,25.25,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:30:00,製品0,ExitTemperature_C,23.42,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:40:00,製品0,ExitTemperature_C,25.03,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:50:00,製品0,ExitTemperature_C,24.77,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:00:00,製品0,ExitTemperature_C,25.83,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:10:00,製品0,ExitTemperature_C,24.44,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:20:00,製品0,ExitTemperature_C,26.61,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 01:30:00,製品0,ExitTemperature_C,24.5,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:40:00,製品0,ExitTemperature_C,24.72,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:50:00,製品0,ExitTemperature_C,26.51,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:00:00,製品0,ExitTemperature_C,23.9,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:10:00,製品0,ExitTemperature_C,24.67,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:20:00,製品0,ExitTemperature_C,24.25,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:30:00,製品0,ExitTemperature_C,24.08,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:40:00,製品0,ExitTemperature_C,26.99,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 02:50:00,製品0,ExitTemperature_C,25.59,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:00:00,製品0,ExitTemperature_C,23.98,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:10:00,製品0,ExitTemperature_C,26.41,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:20:00,製品0,ExitTemperature_C,25.89,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:30:00,製品0,ExitTemperature_C,25.81,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:40:00,製品0,ExitTemperature_C,25.13,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:50:00,製品0,ExitTemperature_C,25.25,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:00:00,製品0,ExitTemperature_C,26.27,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:10:00,製品0,ExitTemperature_C,26.89,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 04:20:00,製品0,ExitTemperature_C,24.93,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:30:00,製品0,ExitTemperature_C,26.97,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 04:40:00,製品0,ExitTemperature_C,24.71,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:50:00,製品0,ExitTemperature_C,23.7,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:00:00,製品0,ExitTemperature_C,24.88,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:10:00,製品0,ExitTemperature_C,23.47,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:20:00,製品0,ExitTemperature_C,23.46,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:30:00,製品0,ExitTemperature_C,25.38,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:40:00,製品0,ExitTemperature_C,26.49,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:50:00,製品0,ExitTemperature_C,25.81,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:00:00,製品0,ExitTemperature_C,24.31,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:10:00,製品0,ExitTemperature_C,24.11,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:20:00,製品0,ExitTemperature_C,24.34,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:30:00,製品0,ExitTemperature_C,24.76,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:40:00,製品0,ExitTemperature_C,26.61,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 06:50:00,製品0,ExitTemperature_C,25.17,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:00:00,製品0,ExitTemperature_C,26.42,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:10:00,製品0,ExitTemperature_C,23.9,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:20:00,製品0,ExitTemperature_C,23.36,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 07:30:00,製品0,ExitTemperature_C,26.58,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:40:00,製品0,ExitTemperature_C,23.48,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:50:00,製品0,ExitTemperature_C,24.69,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 08:00:00,製品0,ExitTemperature_C,26.38,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 08:10:00,製品0,ExitTemperature_C,25.97,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
